光摩棒	朋鑫國際股份有限公司/	台北市	05  5 2013 12:00AM			05  5 2013 12:00AM	平面媒體	with時尚國際中文版	輔導結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03 17 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03 12 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03 13 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03 13 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03 12 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03 14 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03 16 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03 17 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03 15 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03 12 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03 13 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03 14 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03 16 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03 18 2014 12:00AM	電視	金頻道有線電視事業股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03 17 2014 12:00AM	電視	金頻道有線電視事業股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03 19 2014 12:00AM	電視	金頻道有線電視事業股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03 20 2014 12:00AM	電視	金頻道有線電視事業股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03 22 2014 12:00AM	電視	金頻道有線電視事業股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03 18 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03 19 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03 20 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03 19 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
過敏根除計畫(安緹雅樂膠囊)	大金實業股份有限公司/				「過敏不能拖...你知道現在有一個很流行的『過敏斷根計畫』，它只需要一個療程，就可以100%根治過敏...我孫子的過敏有救了...50名來電免費搶先體驗一盒。運用此法保證根治過敏症，30天異位性皮膚炎，不管是咳嗽、有痰肺部過敏，氣喘、肺炎肺部過敏...皮膚紅腫癢、皮膚過敏...腸胃過敏...這項計劃30分鐘快速緩解過敏發作，一個療程後根治各種過敏症狀...他不只是立即緩解過敏，而是100%根治過敏體質，使用前後對照(圖)…」等。整體產品廣告宣播內容之保健效能超過衛署健食字第A00232號許可範圍，且有誇張之內容	03 20 2014 12:00AM	電視	金頻道有線電視事業股份有限公司	未違規結案	
桑緹亞精萃膠原蛋白胜肽	大金實業股份有限公司/				使用醫美等級桑緹亞精萃膠原蛋白胜肽的蕭薔小姐肌膚的Q彈度 細滑度 抗皺度 白皙度 光澤度 淺而易見，而未曾用過桑緹亞的歐小姐，皺紋、斑點、蠟黃、暗沉 卻因此歷歷在目... 讓肌膚輕鬆擁有年輕的支撐度 Q彈度和抗皺度，讓您和蕭薔一樣，永遠的青春美麗... 桑緹亞精萃膠原蛋白胜肽，讓我一點細紋、頸紋、瑕疵都沒有 ...迅速修復老化的成分，天梯補充可以預防乾燥、撫平細紋，讓您不再只有乾乾皺皺薄薄的一層皮... 天天增加肌膚的Q彈度 細滑度 抗皺度 白皙度 光澤度，讓你的皮膚更緊緻、更亮白、更水嫩... 改善老化肌膚的飽水度、Q彈度和細滑度... 那你會發現肌膚的膨潤度、Q彈度提高了，皺紋漸漸地消失了... 它能去除皺紋、蠟黃、暗沉、斑點的歷歷在目，提升肌膚的Q彈度、細滑度、白晰度和光澤渡... 桑緹亞精萃膠原蛋白胜肽有3好 除皺 拉提 抗老... 一週緊膚有彈性 二週細緻無痕機 三周美白更年輕... 使用前後對照(圖) 	03 13 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	瑜善企業有限公司/羅濟煉				非藥商刊登或宣播藥物廣告	03  6 2014 12:00AM	電視	澎湖有線電視股份有限公司	未違規結案	
遠紅外線治療儀	瑜善企業有限公司/羅濟煉				非藥商刊登或宣播藥物廣告	03 10 2014 12:00AM	電視	澎湖有線電視股份有限公司	未違規結案	
遠紅外線治療儀	瑜善企業有限公司/羅濟煉				非藥商刊登或宣播藥物廣告	03 17 2014 12:00AM	電視	澎湖有線電視股份有限公司	未違規結案	
遠紅外線治療儀	瑜善企業有限公司/羅濟煉				非藥商刊登或宣播藥物廣告	03 19 2014 12:00AM	電視	澎湖有線電視股份有限公司	未違規結案	
