標題,發布日期,連結
"藥害救濟基金104年6月份會計月報","2015-11-24","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=47782"
"藥害救濟基金104年7月份會計月報","2015-11-24","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=47783"
"藥害救濟基金104年8月份會計月報","2015-11-24","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=47784"
"藥害救濟基金104年9月份會計月報","2015-11-24","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=47785"
"藥害救濟基金104年10月份會計月報","2015-11-24","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=47786"
"藥害救濟基金104年2月份會計月報","2015-11-24","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=47788"
"食品安全保護基金104年1月份會計月報","2015-11-24","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=47789"
"食品安全保護基金104年2月份會計月報","2015-11-24","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=47790"
"食品安全保護基金104年3月份會計月報","2015-11-24","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=47791"
"食品安全保護基金104年4月份會計月報","2015-11-24","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=47792"
"食品安全保護基金104年5月份會計月報","2015-11-24","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=47793"
"食品安全保護基金104年6月份會計月報","2015-11-24","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=47794"
"食品安全保護基金104年7月份會計月報","2015-11-24","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=47795"
"食品安全保護基金104年8月份會計月報","2015-11-24","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=47796"
"食品安全保護基金104年9月份會計月報","2015-11-24","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=47797"
"食品安全保護基金104年10月份會計月報","2015-11-24","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=47798"
"食品安全保護基金104年11月份會計月報","2015-12-09","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=48528"
"藥害救濟基金104年11月份會計月報","2015-12-10","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=48584"
"衛生福利部食品藥物管理署104年11月份會計月報","2015-12-10","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=48586"
"管制藥品製藥工廠作業基金104年11月份會計月報","2015-12-10","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=48587"
"管制藥品製藥工廠作業基金104年11月份會計月報","2015-12-10","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=48588"
"藥害救濟基金104年10月份會計月報","2016-01-21","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=49824"
"藥害救濟基金104年11月份會計月報","2016-01-21","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=49825"
"藥害救濟基金104年12月份會計月報","2016-01-21","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=49827"
"食品安全保護基金104年12月份會計月報","2016-01-22","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=49849"
"管制藥品製藥工廠作業基金104年12月份會計月報","2016-01-30","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=50029"
"管制藥品製藥工廠作業基金104年12月份會計月報","2016-01-30","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=50030"
"藥害救濟基金105年1月份會計月報","2016-02-05","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=50162"
"衛生福利部食品藥物管理署104年12月份會計月報","2016-02-05","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=50164"
"食品安全保護基金105年1月份會計月報","2016-02-05","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=50222"
"管制藥品製藥工廠作業基金105年1月份會計月報","2016-02-19","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=50353"
"管制藥品製藥工廠作業基金105年1月份會計月報","2016-02-19","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=50354"
"食品安全保護基金105年2月份會計月報","2016-03-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=50675"
"藥害救濟基金105年7月份會計月報","2016-08-09","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=56752"
"衛生福利部食品藥物管理署105年7月份會計月報","2016-08-23","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=56960"
"衛生福利部食品藥物管理署105年7月份會計月報","2016-08-23","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=56961"
"食品安全保護基金105年8月份會計月報","2016-09-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=57146"
"藥害救濟基金105年8月份會計月報","2016-09-07","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=57169"
"管制藥品製藥工廠作業基金-105年8月份會計月報","2016-09-12","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=57242"
"管制藥品製藥工廠作業基金-105年8月份會計月報","2016-09-12","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=57243"
"衛生福利部食品藥物管理署105年8月份會計月報","2016-09-14","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=57269"
"藥害救濟基金105年9月份會計月報","2016-10-11","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=57638"
"食品安全保護基金105年9月份會計月報","2016-10-17","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=57768"
"管制藥品製藥工廠作業基金-105年9月份會計月報","2016-10-17","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=57772"
"管制藥品製藥工廠作業基金-105年9月份會計月報","2016-10-17","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=57773"
"衛生福利部食品藥物管理署105年9月份會計月報","2016-10-19","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=57813"
"衛生福利部食品藥物管理署105年9月份會計月報","2016-10-19","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=57980"
"衛生福利部食品藥物管理署105年8月份會計月報","2016-09-14","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=57981"
"藥害救濟基金105年10月份會計月報","2016-11-07","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=58798"
"管制藥品製藥工廠作業基金-105年10月份會計月報","2016-11-11","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=59017"
"管制藥品製藥工廠作業基金-105年10月份會計月報","2016-11-11","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=59018"
"衛生福利部食品藥物管理署105年10月份會計月報","2016-11-17","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=59471"
"衛生福利部食品藥物管理署105年10月份會計月報","2016-11-17","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=59472"
"食品安全保護基金105年11月份會計月報","2016-12-06","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=60514"
"藥害救濟基金105年11月份會計月報","2016-12-07","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=60589"
"管制藥品製藥工廠作業基金-105年11月份會計月報","2016-12-14","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=60912"
"管制藥品製藥工廠作業基金-105年11月份會計月報","2016-12-14","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=60913"
"衛生福利部食品藥物管理署105年11月份會計月報","2016-12-23","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=61290"
"藥害救濟基金105年2月份會計月報","2016-03-07","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=50747"
"衛生福利部食品藥物管理署105年1月份會計月報","2016-02-05","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=51056"
"衛生福利部食品藥物管理署105年2月份會計月報","2016-03-10","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=51057"
"管制藥品製藥工廠作業基金105年2月份會計月報","2016-03-17","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=51088"
"管制藥品製藥工廠作業基金105年2月份會計月報","2016-03-17","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=51089"
"藥害救濟基金105年3月份會計月報","2016-04-07","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=51566"
"食品安全保護基金105年3月份會計月報","2016-04-12","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=51656"
"管制藥品製藥工廠作業基金-105年3月份會計月報","2016-04-14","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=51761"
"管制藥品製藥工廠作業基金-105年3月份會計月報","2016-04-14","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=51762"
"衛生福利部食品藥物管理署105年3月份會計月報","2016-04-15","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=51821"
"食品安全保護基金105年4月份會計月報","2016-05-10","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=54178"
"藥害救濟基金105年4月份會計月報","2016-05-11","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=54202"
"管制藥品製藥工廠作業基金-105年4月份會計月報","2016-05-12","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=54220"
"管制藥品製藥工廠作業基金-105年4月份會計月報","2016-05-12","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=54221"
"藥害救濟基金105年5月份會計月報","2016-06-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=54629"
"食品安全保護基金105年5月份會計月報","2016-06-07","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=54708"
"衛生福利部食品藥物管理署105年5月份會計月報","2016-06-15","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=54805"
"衛生福利部食品藥物管理署105年5月份會計月報","2016-06-15","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=54806"
"管制藥品製藥工廠作業基金-105年5月份會計月報","2016-06-15","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=54808"
"管制藥品製藥工廠作業基金-105年5月份會計月報","2016-06-15","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=54809"
"藥害救濟基金105年6月份會計月報","2016-07-11","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=56233"
"食品安全保護基金105年6月份會計月報","2016-07-11","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=56243"
"管制藥品製藥工廠作業基金-105年6月份會計月報","2016-07-11","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=56244"
"管制藥品製藥工廠作業基金-105年6月份會計月報","2016-07-11","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=56245"
"衛生福利部食品藥物管理署105年6月份會計月報","2016-07-15","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=56315"
"衛生福利部食品藥物管理署105年6月份會計月報","2016-07-15","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=56316"
"食品安全保護基金105年7月份會計月報","2016-08-03","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=56665"
"衛生福利部食品藥物管理署105年11月份會計月報","2016-12-23","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=61291"
"藥害救濟基金105年12月份會計月報","2017-01-24","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=62132"
"食品安全保護基金105年12月份會計月報","2017-01-24","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=62140"
"衛生福利部食品藥物管理署105年12月份會計月報","2017-02-09","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=62580"
"衛生福利部食品藥物管理署105年12月份會計月報","2017-02-09","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=62581"
"管制藥品製藥工廠作業基金-105年12月份會計月報","2017-02-09","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=62591"
"管制藥品製藥工廠作業基金-105年12月份會計月報","2017-02-09","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=62592"
"藥害救濟基金106年度1月份會計月報","2017-02-13","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=62717"
"管制藥品製藥工廠作業基金-106年1月份會計月報","2017-02-17","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=62787"
"管制藥品製藥工廠作業基金-106年1月份會計月報","2017-02-17","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=62789"
"食品安全保護基金106年1月份會計月報","2017-02-17","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=62790"
"衛生福利部食品藥物管理署106年1月份會計月報","2017-02-22","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=62928"
"衛生福利部食品藥物管理署106年1月份會計月報","2017-02-22","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=62929"
"藥害救濟基金106年度2月份會計月報","2017-03-09","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=63314"
"管制藥品製藥工廠作業基金-106年2月份會計月報","2017-03-14","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=63405"
"管制藥品製藥工廠作業基金-106年2月份會計月報","2017-03-14","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=63406"
"衛生福利部食品藥物管理署106年2月份會計月報","2017-03-15","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=63437"
"衛生福利部食品藥物管理署106年2月份會計月報","2017-03-15","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=63438"
"食品安全保護基金106年2月份會計月報","2017-03-14","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=63443"
"藥害救濟基金106年3月份會計月報","2017-04-11","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=64019"
"管制藥品製藥工廠作業基金-106年3月份會計月報","2017-04-12","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=64086"
"管制藥品製藥工廠作業基金-106年3月份會計月報","2017-04-12","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=64087"
"食品安全保護基金106年3月份會計月報","2017-04-12","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=64088"
"衛生福利部食品藥物管理署106年3月份會計月報","2017-04-17","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=64306"
"食品安全保護基金106年4月份會計月報","2017-05-09","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=64763"
"藥害救濟基金106年4月份會計月報","2017-05-09","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=64764"
"管制藥品製藥工廠作業基金-106年4月份會計月報","2017-05-09","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=64765"
"管制藥品製藥工廠作業基金-106年4月份會計月報","2017-05-09","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=64766"
"衛生福利部食品藥物管理署106年4月份會計月報","2017-05-15","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=64824"
"食品安全保護基金106年5月份會計月報","2017-06-03","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=65364"
"藥害救濟基金106年5月份會計月報","2017-06-07","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=65451"
"管制藥品製藥工廠作業基金-106年5月份會計月報","2017-06-12","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=65586"
"管制藥品製藥工廠作業基金-106年5月份會計月報","2017-06-12","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=65587"
"衛生福利部食品藥物管理署106年5月份會計月報","2017-06-14","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=65621"
"藥害救濟基金106年6月份會計月報","2017-07-10","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=65977"
"食品安全保護基金106年6月份會計月報","2017-07-10","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=66006"
"管制藥品製藥工廠作業基金-106年6月份會計月報","2017-07-12","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=66093"
"管制藥品製藥工廠作業基金-106年6月份會計月報","2017-07-12","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=66094"
"衛生福利部食品藥物管理署106年6月份會計月報","2017-07-17","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=66167"
"管制藥品製藥工廠作業基金-106年7月份會計月報","2017-08-07","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=66485"
"管制藥品製藥工廠作業基金-106年7月份會計月報","2017-08-07","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=66486"
"食品安全保護基金106年7月份會計月報","2017-08-07","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=66487"
"藥害救濟基金106年7月份會計月報","2017-08-09","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=66524"
"衛生福利部食品藥物管理署106年7月份會計月報","2017-08-14","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=66603"
"衛生福利部食品藥物管理署106年7月份會計月報","2017-08-14","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=66604"
"衛生福利部食品藥物管理署105年4月份會計月報","2016-05-18","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=66833"
"食品安全保護基金106年8月份會計月報","2017-09-08","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=67150"
"管制藥品製藥工廠作業基金-106年8月份會計月報","2017-09-08","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=67151"
"管制藥品製藥工廠作業基金-106年8月份會計月報","2017-09-08","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=67152"
"藥害救濟基金106年8月份會計月報","2017-09-08","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=67153"
"衛生福利部食品藥物管理署106年8月份會計月報","2017-09-13","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=67219"
"衛生福利部食品藥物管理署106年8月份會計月報","2017-09-13","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=67220"
"藥害救濟基金106年9月份會計月報","2017-10-11","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=67881"
"食品安全保護基金106年9月份會計月報","2017-10-12","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=67932"
"衛生福利部食品藥物管理署106年9月份會計月報","2017-10-17","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=68047"
"食品安全保護基金106年10月份會計月報","2017-11-03","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=68661"
"藥害救濟基金106年10月份會計月報","2017-11-07","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=68748"
"管制藥品製藥工廠作業基金-106年10月份會計月報","2017-11-10","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=68908"
"管制藥品製藥工廠作業基金-106年10月份會計月報","2017-11-10","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=68909"
"管制藥品製藥工廠作業基金-106年9月份會計月報","2017-10-12","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=67933"
"管制藥品製藥工廠作業基金-106年9月份會計月報","2017-10-12","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=67934"
"衛生福利部食品藥物管理署106年9月份會計月報","2017-10-17","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=68046"
